2013005896,2013005892,VTS,1,,2013-06-01 00:00:00,2013-06-01 00:13:00,6,780,4.16,-73.985558,40.73531,-73.947853,40.77877
2013002637,2013002634,VTS,1,,2013-06-01 00:03:00,2013-06-01 00:42:00,2,2340,15.37,-73.984573,40.748436,-73.91935,40.619427
2013009889,2013032015,VTS,1,,2013-06-01 00:04:00,2013-06-01 00:12:00,1,480,2.38,-73.963547,40.775269,-73.946709,40.800476
2013003159,2013003156,CMT,1,N,2013-06-01 00:06:19,2013-06-01 00:11:08,4,290,.70,-73.99205,40.719917,-73.984505,40.724712
2013006237,2013024713,CMT,1,N,2013-06-01 00:07:52,2013-06-01 00:34:20,2,1587,5.30,-73.982285,40.777134,-73.992126,40.717968
2013008533,2013008529,VTS,1,,2013-06-01 00:10:00,2013-06-01 00:30:00,1,1200,5.03,-73.995712,40.753082,-73.945724,40.800472
2013004918,2013001150,VTS,1,,2013-06-01 00:13:00,2013-06-01 00:37:00,2,1440,4.76,-73.954971,40.774303,-74.001564,40.726196
2013008365,2013029827,CMT,1,N,2013-06-01 00:14:11,2013-06-01 00:19:21,3,309,.80,-73.983818,40.762123,-73.987427,40.768642
2013008276,2013008272,VTS,1,,2013-06-01 00:16:00,2013-06-01 00:19:00,1,180,.86,-73.957695,40.714523,-73.951904,40.715675
2013006236,2013001695,CMT,1,N,2013-06-01 00:18:46,2013-06-01 00:25:13,3,386,.80,-73.986092,40.730919,-73.992783,40.719898
2013013310,2013031441,VTS,1,,2013-06-01 00:21:00,2013-06-01 00:28:00,6,420,1.57,-73.954559,40.756931,-73.972443,40.758694
2013006083,2013006079,VTS,1,,2013-06-01 00:22:00,2013-06-01 00:43:00,1,1260,1.80,-73.985138,40.741867,-74.008133,40.738331
2013011506,2013018762,VTS,1,,2013-06-01 00:24:00,2013-06-01 00:34:00,2,600,1.00,-73.999428,40.754078,-73.988861,40.74826
2013006611,2013006607,VTS,1,,2013-06-01 00:26:00,2013-06-01 00:43:00,1,1020,5.97,-73.959724,40.711502,-73.994301,40.678967
2013013214,2013005861,VTS,1,,2013-06-01 00:28:00,2013-06-01 00:39:00,3,660,2.41,-73.992874,40.75304,-73.998764,40.729507
2013000869,2013034147,VTS,1,,2013-06-01 00:30:00,2013-06-01 00:34:00,1,240,1.36,-73.956635,40.783791,-73.952454,40.799091
2013012030,2013019281,VTS,1,,2013-06-01 00:32:00,2013-06-01 00:54:00,6,1320,7.70,0,0,0,0
2013003924,2013024425,CMT,1,N,2013-06-01 00:34:58,2013-06-01 00:44:10,1,552,3.50,-73.969666,40.765984,-73.965324,40.805988
2013007084,2013007080,CMT,1,N,2013-06-01 00:37:05,2013-06-01 00:54:09,1,1023,4.40,-73.956421,40.717182,-73.928314,40.765522
2013000735,2013001236,CMT,1,N,2013-06-01 00:38:31,2013-06-01 00:42:57,1,265,1.30,-73.989838,40.729664,-73.979912,40.746494
2013001346,2013007150,CMT,1,N,2013-06-01 00:40:51,2013-06-01 00:52:45,2,479,1.50,-73.958885,40.814823,-73.941452,40.82325
2013003148,2013006758,CMT,1,N,2013-06-01 00:42:17,2013-06-01 00:55:50,1,812,3.40,-73.993828,40.720772,-73.971603,40.762531
2013000170,2013001199,VTS,1,,2013-06-01 00:45:00,2013-06-01 00:54:00,2,540,2.32,-73.989006,40.716576,-74.004646,40.707302
2013008029,2013008025,VTS,1,,2013-06-01 00:48:00,2013-06-01 00:55:00,5,420,1.14,-73.990601,40.756325,-73.994865,40.750187
2013000436,2013000434,VTS,1,,2013-06-01 00:49:00,2013-06-01 01:09:00,2,1200,4.43,-73.960808,40.682198,-73.917686,40.653069
2013000346,2013009269,CMT,1,N,2013-06-01 00:51:34,2013-06-01 00:59:08,2,454,1.80,-74.005402,40.740204,-73.98587,40.751911
2013001695,2013001692,CMT,1,N,2013-06-01 00:52:58,2013-06-01 01:08:41,1,943,3.10,-73.989685,40.726292,-73.987839,40.759857
2013006368,2013006364,VTS,1,,2013-06-01 00:56:00,2013-06-01 01:13:00,1,1020,4.99,-73.915291,40.753849,-73.987999,40.759007
2013004026,2013011923,VTS,1,,2013-06-01 00:59:00,2013-06-01 01:04:00,1,300,.96,-73.90329,40.745686,-73.919983,40.746029
2013008291,2013008287,VTS,1,,2013-06-01 01:00:00,2013-06-01 01:09:00,1,540,1.86,-73.972969,40.677959,-73.950554,40.681736
2013004254,2013006431,CMT,1,N,2013-06-01 01:01:49,2013-06-01 01:06:29,1,280,.90,-74.005554,40.73851,-74.006989,40.730026
2013006054,2013006050,VTS,1,,2013-06-01 01:04:00,2013-06-01 01:14:00,5,600,2.04,-73.977783,40.786484,-73.950325,40.783913
2013004544,2013004541,VTS,1,,2013-06-01 01:06:00,2013-06-01 01:15:00,1,540,4.94,-73.949478,40.713959,-73.98951,40.688847
2013008349,2013008345,CMT,1,N,2013-06-01 01:08:51,2013-06-01 01:22:18,1,805,4.10,-73.987984,40.737785,-73.972519,40.785782
2013004388,2013004385,CMT,1,N,2013-06-01 01:10:15,2013-06-01 01:20:40,1,623,2.90,-73.991348,40.747692,-73.991348,40.747692
2013000039,2013000039,VTS,1,,2013-06-01 01:13:00,2013-06-01 01:27:00,5,840,4.16,-73.984772,40.72879,-73.937401,40.721813
2013003216,2013027697,CMT,1,N,2013-06-01 01:14:44,2013-06-01 01:22:29,1,465,1.90,-73.990822,40.766056,-73.976692,40.751701
2013009678,2013018783,VTS,5,,2013-06-01 01:17:00,2013-06-01 01:17:00,1,0,.00,0,0,0,0
2013006333,2013006329,VTS,1,,2013-06-01 01:21:00,2013-06-01 01:42:00,1,1260,6.75,-73.989113,40.730541,-73.917603,40.782032
2013002648,2013021951,CMT,1,N,2013-06-01 01:23:13,2013-06-01 01:25:44,3,149,1.10,-73.981865,40.777718,-73.973717,40.791393
2013012184,2013024991,CMT,1,N,2013-06-01 01:25:43,2013-06-01 01:43:04,4,1040,4.00,-73.983818,40.725979,-73.957153,40.722095
2013010278,2013010285,VTS,1,,2013-06-01 01:26:00,2013-06-01 01:39:00,1,780,7.31,-73.954308,40.730309,-73.910957,40.775856
2013002782,2013002779,CMT,1,N,2013-06-01 01:28:49,2013-06-01 01:37:38,1,529,1.80,0,0,0,0
2013003504,2013005308,CMT,1,N,2013-06-01 01:30:43,2013-06-01 01:36:26,1,344,1.00,-73.97287,40.685741,-73.96373,40.682823
2013007822,2013033797,CMT,1,N,2013-06-01 01:34:26,2013-06-01 02:11:28,1,2223,6.90,-73.987999,40.750671,-73.984634,40.75956
2013003584,2013027251,CMT,1,N,2013-06-01 01:36:19,2013-06-01 01:59:24,2,1385,5.30,-73.99424,40.735359,-73.950035,40.682568
2013000182,2013005365,CMT,1,N,2013-06-01 01:38:12,2013-06-01 02:02:37,4,1464,4.20,-73.958733,40.712963,-73.992607,40.720024
2013003129,2013003126,CMT,1,N,2013-06-01 01:41:10,2013-06-01 01:54:14,1,782,6.60,-73.993423,40.759007,-73.94709,40.837265
2013012264,2013024238,CMT,1,N,2013-06-01 01:43:57,2013-06-01 01:47:02,1,184,.30,-73.991737,40.726269,-73.993805,40.722546
2013006404,2013033334,VTS,1,,2013-06-01 01:45:00,2013-06-01 02:03:00,2,1080,4.37,-73.991798,40.695572,-73.984505,40.745686
2013006453,2013006449,VTS,1,,2013-06-01 01:48:00,2013-06-01 01:49:00,3,60,.37,-73.995926,40.765011,-73.998322,40.76096
2013012891,2013023953,CMT,1,N,2013-06-01 01:52:09,2013-06-01 02:15:41,1,1412,4.20,-73.978539,40.736835,-73.942558,40.786125
2013003249,2013027375,VTS,1,,2013-06-01 01:54:00,2013-06-01 02:05:00,5,660,1.95,-73.997322,40.713745,-73.986572,40.739918
2013003072,2013029857,CMT,1,N,2013-06-01 01:55:34,2013-06-01 02:10:15,1,599,1.60,-73.975174,40.748894,-73.983864,40.764584
2013002830,2013002827,VTS,1,,2013-06-01 01:59:00,2013-06-01 02:16:00,1,1020,5.19,-74.013069,40.709454,-73.982971,40.765423
2013001335,2013001332,CMT,1,N,2013-06-01 02:00:52,2013-06-01 02:22:12,2,1280,4.00,-73.951515,40.714149,-73.915924,40.681992
2013002885,2013002882,VTS,1,,2013-06-01 02:03:00,2013-06-01 02:17:00,1,840,2.88,-74.000603,40.729858,-73.975571,40.755733
2013005185,2013005182,VTS,1,,2013-06-01 02:06:00,2013-06-01 02:11:00,1,300,.71,-73.991623,40.726921,-73.996971,40.720581
2013010397,2013002019,CMT,1,N,2013-06-01 02:08:42,2013-06-01 02:13:18,3,276,1.20,-73.940315,40.756302,-73.924652,40.7616
2013001336,2013024267,CMT,1,N,2013-06-01 02:12:00,2013-06-01 02:24:08,4,727,4.90,-73.979225,40.766953,-73.896408,40.7467
2013004121,2013016329,VTS,1,,2013-06-01 02:13:00,2013-06-01 02:17:00,5,240,.79,-73.994171,40.720066,-73.992493,40.712433
2013008269,2013019200,CMT,1,N,2013-06-01 02:17:52,2013-06-01 02:31:21,2,694,6.30,-73.981667,40.771652,-73.939613,40.848461
2013001496,2013001493,VTS,1,,2013-06-01 02:21:00,2013-06-01 02:37:00,1,960,6.01,-73.988342,40.723347,-73.975708,40.78804
2013006395,2013005404,VTS,1,,2013-06-01 02:22:00,2013-06-01 02:38:00,1,960,4.36,-73.953613,40.771206,-73.991447,40.732006
2013004276,2013004273,CMT,1,N,2013-06-01 02:26:02,2013-06-01 02:36:00,1,597,2.20,-73.99102,40.76664,-74.007645,40.741074
2013004827,2013004824,VTS,1,,2013-06-01 02:29:00,2013-06-01 02:46:00,5,1020,4.85,-73.995178,40.718678,-73.954254,40.707138
2013009172,2013027317,CMT,1,N,2013-06-01 02:30:55,2013-06-01 02:36:23,1,329,2.10,-73.988647,40.764194,-73.973541,40.789604
2013006544,2013009443,CMT,1,N,2013-06-01 02:34:03,2013-06-01 02:50:00,2,957,4.30,-73.861969,40.730259,-73.922462,40.754707
2013001828,2013001825,VTS,1,,2013-06-01 02:36:00,2013-06-01 02:38:00,1,120,.88,-73.991371,40.727558,-73.984016,40.737553
2013005169,2013009123,VTS,1,,2013-06-01 02:38:00,2013-06-01 02:56:00,5,1080,6.17,-74.007057,40.729481,-73.931801,40.754063
2013010098,2013010098,VTS,1,,2013-06-01 02:43:00,2013-06-01 02:52:00,1,540,3.03,0,0,0,0
2013000426,2013034382,VTS,1,,2013-06-01 02:44:00,2013-06-01 03:01:00,1,1020,10.11,-73.976891,40.75082,-73.978516,40.655132
2013008874,2013029855,CMT,1,N,2013-06-01 02:48:04,2013-06-01 03:08:40,1,1236,6.90,-73.985435,40.727718,-73.912422,40.773102
2013007013,2013004375,CMT,1,N,2013-06-01 02:51:44,2013-06-01 02:54:36,1,172,.40,-73.969872,40.757282,-73.973427,40.758671
2013000772,2013005758,CMT,1,N,2013-06-01 02:56:05,2013-06-01 02:58:16,1,130,.70,0,0,0,0
2013006659,2013033135,VTS,1,,2013-06-01 02:59:00,2013-06-01 03:07:00,5,480,1.16,-73.98822,40.718651,-73.983521,40.730042
2013010687,2013000098,VTS,1,,2013-06-01 03:01:00,2013-06-01 03:09:00,1,480,1.35,-73.985199,40.732487,-74.004501,40.733391
2013009555,2013002041,VTS,1,,2013-06-01 03:06:00,2013-06-01 03:21:00,1,900,3.42,-74.006195,40.741352,-73.967781,40.755966
2013004969,2013001009,CMT,1,N,2013-06-01 03:08:18,2013-06-01 03:27:18,1,1140,8.00,-74.003502,40.722378,-73.915779,40.743832
2013009180,2013009177,VTS,1,,2013-06-01 03:11:00,2013-06-01 03:15:00,1,240,1.11,-73.968475,40.708824,-73.957832,40.717896
2013000185,2013002345,CMT,1,N,2013-06-01 03:13:16,2013-06-01 03:31:51,2,1113,4.90,-73.991516,40.72691,-73.957619,40.672485
2013003840,2013000977,CMT,1,N,2013-06-01 03:19:34,2013-06-01 03:25:04,1,329,1.50,-73.999077,40.727932,-73.997993,40.745144
