medallion, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude
2013007800,2013021121,CMT,1,N,2013-07-01 09:36:55,2013-07-01 09:46:11,1,555,1.30,-73.963226,40.77763,-73.9711,40.761433
2013008055,2013020939,VTS,1,,2013-07-01 09:37:00,2013-07-01 10:12:00,1,2100,1.43,-73.979233,40.761841,-73.999008,40.760319
2013006623,2013031836,VTS,1,,2013-07-01 09:40:00,2013-07-01 10:12:00,1,1920,9.49,-73.871056,40.773869,-73.996788,40.738293
2013008263,2013007449,CMT,1,N,2013-07-01 09:42:15,2013-07-01 09:56:09,1,833,2.30,-73.990181,40.741226,-74.009659,40.720203
2013009262,2013026443,CMT,1,N,2013-07-01 09:46:13,2013-07-01 09:55:49,1,575,1.10,-74.00647,40.751247,-73.987465,40.744831
2013002871,2013016628,VTS,1,,2013-07-01 09:49:00,2013-07-01 09:52:00,1,180,.87,-73.983879,40.737675,-73.976265,40.748203
2013003998,2013025848,CMT,1,N,2013-07-01 09:49:21,2013-07-01 09:57:20,1,478,1.20,-73.991783,40.755512,-74.00515,40.751472
2013013412,2013035225,VTS,1,,2013-07-01 09:52:00,2013-07-01 10:09:00,1,1020,1.95,-73.988541,40.745583,-73.984344,40.73204
2013011901,2013022119,VTS,1,,2013-07-01 09:55:00,2013-07-01 10:05:00,1,600,2.40,-73.991638,40.761353,-73.974068,40.785606
2013004275,2013031249,CMT,1,N,2013-07-01 09:56:26,2013-07-01 09:59:31,2,184,.20,-73.973213,40.758907,-73.976082,40.757675
2013009590,2013027973,CMT,1,N,2013-07-01 09:58:50,2013-07-01 10:02:13,1,202,.50,-73.957413,40.770287,-73.954803,40.765511
2013006788,2013015339,CMT,1,N,2013-07-01 10:02:23,2013-07-01 10:14:00,1,696,1.80,-73.976387,40.775867,-73.970703,40.757278
2013003369,2013021425,VTS,1,,2013-07-01 10:03:00,2013-07-01 10:21:00,1,1080,.87,-73.964424,40.755592,-73.978218,40.760056
2013011124,2013023057,VTS,1,,2013-07-01 10:07:00,2013-07-01 10:21:00,1,840,1.79,-74.001968,40.730034,-73.99295,40.752281
2013010623,2013020531,VTS,1,,2013-07-01 10:08:00,2013-07-01 10:16:00,1,480,.58,-73.990898,40.733021,-73.985397,40.737324
2013008259,2013013204,CMT,1,N,2013-07-01 10:12:14,2013-07-01 10:26:53,1,878,2.00,-73.973045,40.759644,-73.971931,40.782227
2013011460,2013018080,CMT,1,N,2013-07-01 10:14:57,2013-07-01 10:29:43,1,886,1.30,-73.989532,40.772812,-73.981239,40.762657
2013008662,2013015534,VTS,1,,2013-07-01 10:16:00,2013-07-01 10:21:00,1,300,.96,-73.965881,40.76223,-73.954369,40.767231
2013003590,2013030666,CMT,1,N,2013-07-01 10:17:14,2013-07-01 10:19:39,1,144,.10,-73.969933,40.750397,-73.969765,40.751354
2013002695,2013014398,CMT,1,Y,2013-07-01 10:21:50,2013-07-01 10:32:07,1,616,.90,-74.004669,40.741936,-74.007118,40.751457
2013003389,2013014737,VTS,1,,2013-07-01 10:23:00,2013-07-01 10:38:00,1,900,2.68,-73.994011,40.751278,-73.972534,40.754478
2013002894,2013013087,VTS,1,,2013-07-01 10:26:00,2013-07-01 10:51:00,6,1500,3.61,-73.980118,40.751606,-74.007492,40.717419
2013009975,2013037098,CMT,1,N,2013-07-01 10:27:46,2013-07-01 10:53:09,1,1522,5.10,-73.929443,40.762424,-73.974503,40.785812
2013011875,2013018466,CMT,1,N,2013-07-01 10:30:55,2013-07-01 11:05:39,2,2083,9.10,-73.870903,40.773731,-73.989998,40.748066
2013011953,2013034402,CMT,1,N,2013-07-01 10:34:29,2013-07-01 10:50:29,1,959,3.40,-73.96479,40.806904,-73.98333,40.762321
2013004254,2013013134,CMT,1,N,2013-07-01 10:38:12,2013-07-01 10:48:52,1,640,2.10,-73.982094,40.768299,-73.962753,40.778248
2013006314,2013028990,CMT,1,N,2013-07-01 10:39:08,2013-07-01 11:06:43,1,1654,2.80,-74.004105,40.721889,-73.981628,40.757633
2013012496,2013022869,CMT,1,N,2013-07-01 10:41:59,2013-07-01 10:58:06,1,966,2.00,-73.995773,40.724163,-73.976089,40.744694
2013001460,2013017917,VTS,1,,2013-07-01 10:46:00,2013-07-01 11:04:00,1,1080,1.87,-73.981453,40.773453,-73.956284,40.771332
2013009644,2013032569,VTS,1,,2013-07-01 10:50:00,2013-07-01 11:05:00,5,900,3.49,-73.981529,40.74651,-73.947639,40.784672
2013012172,2013020216,CMT,1,N,2013-07-01 10:52:41,2013-07-01 11:05:28,1,766,3.30,-73.947464,40.775013,-73.978127,40.752392
2013004480,2013012798,VTS,1,,2013-07-01 10:56:00,2013-07-01 11:10:00,1,840,1.41,-73.988533,40.736576,-74.002678,40.747139
2013002828,2013017458,VTS,1,,2013-07-01 10:58:00,2013-07-01 11:05:00,1,420,1.04,-73.957603,40.780224,-73.956558,40.769615
2013000692,2013015439,CMT,1,N,2013-07-01 10:59:52,2013-07-01 11:02:59,1,186,.70,-73.961823,40.756054,-73.955238,40.764935
2013008813,2013029631,CMT,1,N,2013-07-01 11:04:52,2013-07-01 11:12:09,1,436,.80,-73.979584,40.776321,-73.982712,40.766251
2013007550,2013023655,VTS,1,,2013-07-01 11:05:00,2013-07-01 11:25:00,1,1200,2.35,-73.980621,40.721836,-73.981155,40.720882
2013011118,2013014852,CMT,1,N,2013-07-01 11:08:50,2013-07-01 11:36:50,1,1680,4.00,-73.950325,40.811275,-73.979919,40.76313
2013008650,2013030542,VTS,1,,2013-07-01 11:12:00,2013-07-01 11:25:00,5,780,2.48,-73.981361,40.747295,-73.962944,40.772526
2013000158,2013020841,VTS,1,,2013-07-01 11:13:00,2013-07-01 11:44:00,1,1860,5.66,-73.981216,40.745361,-73.959892,40.809639
2013012770,2013023705,CMT,1,N,2013-07-01 11:15:10,2013-07-01 11:25:47,1,637,2.40,-73.968338,40.799824,-73.963516,40.77478
2013010975,2013021530,CMT,1,N,2013-07-01 11:18:56,2013-07-01 11:26:36,1,460,1.10,-73.970459,40.764294,-73.96302,40.775101
2013008414,2013012782,VTS,1,,2013-07-01 11:23:00,2013-07-01 11:46:00,5,1380,2.60,-74.007164,40.73296,-73.975716,40.744766
2013007802,2013012484,CMT,1,N,2013-07-01 11:24:50,2013-07-01 11:52:02,1,1631,3.70,-73.990158,40.775852,-73.994583,40.739822
2013008790,2013018212,CMT,1,N,2013-07-01 11:27:32,2013-07-01 11:45:46,1,1094,2.30,-73.954323,40.764252,-73.975945,40.78146
2013003733,2013015474,VTS,1,,2013-07-01 11:31:00,2013-07-01 11:38:00,1,420,.86,-73.954079,40.770668,-73.954536,40.77961
2013006538,2013029574,CMT,1,N,2013-07-01 11:32:15,2013-07-01 11:37:37,1,322,.40,-73.995918,40.753372,-73.999329,40.757217
2013000005,2013000005,VTS,1,,2013-07-01 11:36:00,2013-07-01 11:44:00,2,480,1.17,-73.954521,40.789806,-73.947197,40.779861
2013003087,2013016624,CMT,1,N,2013-07-01 11:39:28,2013-07-01 11:44:22,1,294,.50,-73.959328,40.775085,-73.956535,40.769577
2013008213,2013021131,VTS,2,,2013-07-01 11:43:00,2013-07-01 11:43:00,1,0,.00,0,0,0,0
2013003390,2013030930,VTS,1,,2013-07-01 11:44:00,2013-07-01 11:59:00,1,900,3.50,-73.993446,40.733124,-74.004913,40.70697
2013002958,2013012914,VTS,1,,2013-07-01 11:49:00,2013-07-01 11:55:00,1,360,.85,-73.962906,40.775276,-73.954742,40.784065
2013011181,2013015378,CMT,1,N,2013-07-01 11:49:35,2013-07-01 12:19:46,1,1811,2.30,-73.97123,40.762249,-74.000534,40.746887
2013007745,2013032955,VTS,1,,2013-07-01 11:53:00,2013-07-01 12:21:00,1,1680,2.27,-73.980293,40.782261,-73.989479,40.752701
2013013403,2013015939,VTS,1,,2013-07-01 11:58:00,2013-07-01 12:01:00,3,180,.63,-73.970367,40.796631,-73.966202,40.805019
2013007408,2013028436,CMT,1,N,2013-07-01 11:59:11,2013-07-01 12:12:21,1,790,2.90,-74.000725,40.758163,-73.981026,40.782448
2013008476,2013013005,CMT,1,N,2013-07-01 12:04:04,2013-07-01 12:20:11,1,966,2.10,-73.999275,40.721714,-73.989441,40.747738
2013008604,2013029060,CMT,1,N,2013-07-01 12:05:01,2013-07-01 12:17:21,1,739,1.30,-73.986801,40.736778,-74.005615,40.735718
2013004779,2013033281,VTS,1,,2013-07-01 12:09:00,2013-07-01 12:38:00,3,1740,3.27,-73.992188,40.74987,-74.007202,40.708706
2013010607,2013011214,CMT,1,N,2013-07-01 12:13:27,2013-07-01 12:17:56,1,269,.70,-73.980377,40.754089,-73.979401,40.762356
2013000953,2013032191,CMT,1,N,2013-07-01 12:14:30,2013-07-01 12:38:00,1,1409,4.50,-73.934921,40.751057,-73.985901,40.726727
2013007224,2013036566,CMT,1,N,2013-07-01 12:18:42,2013-07-01 12:42:53,1,1451,9.70,-73.974556,40.763462,-73.872429,40.774548
2013006252,2013022091,CMT,1,N,2013-07-01 12:21:35,2013-07-01 12:25:41,1,245,.60,-73.992165,40.730476,-73.983925,40.725681
2013004287,2013023602,CMT,0,,2013-07-01 12:24:40,2013-07-01 12:35:59,1,678,1.80,-73.990547,40.756344,-73.97496,40.777821
2013004318,2013014592,CMT,1,N,2013-07-01 12:28:38,2013-07-01 12:38:33,1,594,.80,-73.992996,40.692871,-73.988861,40.686176
2013001772,2013037773,VTS,1,,2013-07-01 12:29:00,2013-07-01 12:47:00,1,1080,1.23,-73.983665,40.766312,-73.963295,40.757568
2013005816,2013012401,VTS,1,,2013-07-01 12:32:00,2013-07-01 12:37:00,1,300,1.13,-73.980347,40.754784,-73.98967,40.741402
2013004595,2013011002,CMT,1,N,2013-07-01 12:37:42,2013-07-01 12:52:27,1,884,1.90,-73.983154,40.766369,-73.957565,40.768433
2013000073,2013012558,CMT,1,N,2013-07-01 12:39:41,2013-07-01 13:00:13,2,1232,1.70,-73.986221,40.75639,-74.006943,40.751324
2013004356,2013036433,CMT,1,N,2013-07-01 12:43:17,2013-07-01 12:53:33,1,616,1.10,-74.007576,40.740963,-73.993576,40.733196
2013006029,2013013749,CMT,1,N,2013-07-01 12:44:27,2013-07-01 13:13:53,1,1766,3.30,-73.986801,40.729855,-73.969429,40.7663
2013003998,2013025848,CMT,1,N,2013-07-01 12:49:20,2013-07-01 13:01:09,1,708,.80,-73.967422,40.757088,-73.980896,40.763245
2013006367,2013033993,VTS,1,,2013-07-01 12:50:00,2013-07-01 13:04:00,5,840,.97,-73.986984,40.739265,-73.99115,40.748791
2013001881,2013016352,VTS,1,,2013-07-01 12:54:00,2013-07-01 13:06:00,6,720,.50,-73.978104,40.74567,-73.982727,40.750248
2013005230,2013005227,VTS,1,,2013-07-01 12:57:00,2013-07-01 13:04:00,1,420,.81,-73.972153,40.746552,-73.980415,40.745804
2013005424,2013021537,CMT,1,N,2013-07-01 13:00:26,2013-07-01 13:20:11,1,1185,3.50,-74.005089,40.722855,-73.972939,40.764271
2013009582,2013030751,CMT,1,N,2013-07-01 13:02:42,2013-07-01 13:12:46,1,603,2.10,-73.987,40.746227,-74.007179,40.725098
2013008686,2013011138,CMT,1,N,2013-07-01 13:04:17,2013-07-01 13:32:40,2,1702,3.60,-73.979233,40.762142,-73.997635,40.71954
2013001852,2013036237,VTS,3,,2013-07-01 13:08:00,2013-07-01 13:39:00,1,1860,16.93,-73.994057,40.751415,-74.177216,40.695107
2013011207,2013013607,CMT,1,N,2013-07-01 13:12:28,2013-07-01 13:21:39,1,550,1.80,-73.996002,40.759155,-74.00473,40.741932
2013002628,2013016355,VTS,1,,2013-07-01 13:15:00,2013-07-01 13:42:00,1,1620,2.23,-73.963715,40.7654,-73.98838,40.752457
2013012436,2013022552,VTS,1,,2013-07-01 13:17:00,2013-07-01 13:49:00,1,1920,1.28,-73.871307,40.773949,-73.7164,40.753033
